,player_id,player_name,goal,shot
322,2941.0,Ismaïla Sarr,0.0,3.0
323,5671.0,Alfred John Momar N''Diaye,0.0,1.0
324,5665.0,Arkadiusz Milik,0.0,1.0
325,5669.0,Wojciech Szczęsny,0.0,0.0
326,5659.0,"Khadim N""Diaye",0.0,0.0
327,5667.0,Kamil Grosicki,0.0,5.0
328,3603.0,Mame Biram Diouf,0.0,2.0
329,4626.0,Jan Bednarek,1.0,1.0
330,5676.0,Cheikh N''Doye,0.0,1.0
331,3555.0,Pape Moussa Konaté,0.0,0.0
332,5666.0,Dawid Kownacki,0.0,2.0
333,5673.0,Bartosz Bereszyński,0.0,1.0
334,3684.0,Cheikhou Kouyaté,0.0,0.0
335,5251.0,Abdalla Mahmoud El Said Bekhit,0.0,2.0
336,4063.0,Ahmed Elsayed Ali Elsayed Hegazy,0.0,0.0
337,5250.0,Ahmed Fathy Abdel Meneim Ibrahim,0.0,1.0
338,3568.0,Mohamed Naser Elsayed Elneny,0.0,3.0
339,3531.0,Mohamed Salah,2.0,5.0
340,5254.0,Ali Gabr,0.0,1.0
341,5263.0,Mohamed Abdul Shafy Sayed Abouezeid,0.0,0.0
342,5261.0,Mahmoud Ibrahim Hassan,0.0,8.0
343,5252.0,Marwan Mohsen,0.0,6.0
344,5262.0,Tarek Hamed,0.0,2.0
345,5265.0,Mohamed El Sayed Mohamed El Shenawy Gomaa,0.0,0.0
346,5253.0,Amr Medhat Warda,0.0,2.0
347,3536.0,Ramadan Sobhi Ramadan Ahmed,0.0,0.0
348,5677.0,Fedor Kudryashov,0.0,0.0
349,5257.0,Mahmoud Abdul Monem Abdelhamid Soliman,0.0,0.0
350,5684.0,Shinji Kagawa,1.0,2.0
351,5681.0,Makoto Hasebe,0.0,1.0
352,3300.0,Maya Yoshida,0.0,2.0
353,5680.0,Oscar Fabián Murillo Murillo,0.0,2.0
354,5691.0,Johan Andrés Mojica Palacio,0.0,1.0
355,3279.0,José Heriberto Izquierdo Mena,0.0,0.0
356,3445.0,Radamel Falcao García Zárate,1.0,8.0
357,5678.0,Jefferson Andrés Lerma Solís,0.0,2.0
358,5685.0,Carlos Alberto Sánchez Moreno,0.0,0.0
359,5696.0,Santiago Arias Naranjo,0.0,1.0
360,5689.0,Juan Guillermo Cuadrado Bello,1.0,6.0
361,5692.0,Juan Fernando Quintero Paniagua,1.0,6.0
362,5687.0,Takashi Inui,2.0,9.0
363,3494.0,Davinson Sánchez Mina,0.0,2.0
364,4276.0,David Ospina Ramírez,0.0,0.0
365,5679.0,Yūya Ōsako,1.0,7.0
366,3530.0,Hiroki Sakai,0.0,2.0
367,5682.0,Gen Shōji,0.0,1.0
368,5693.0,Gaku Shibasaki,0.0,1.0
369,3175.0,Eiji Kawashima,0.0,0.0
370,5690.0,Yuto Nagatomo,0.0,2.0
371,5697.0,Genki Haraguchi,1.0,3.0
372,5686.0,Wílmar Enrique Barrios Terán,0.0,0.0
373,5695.0,James David Rodríguez Rubio,0.0,2.0
374,5688.0,Carlos Arturo Bacca Ahumada,0.0,2.0
375,5683.0,Keisuke Honda,1.0,3.0
376,5694.0,Hotaru Yamaguchi,0.0,0.0
377,3810.0,Shinji Okazaki,0.0,1.0
378,5726.0,Khalid Boutaïb,1.0,4.0
379,5232.0,Mbark Boussoufa,0.0,2.0
380,5221.0,Manuel Marouan da Costa Trinidade,0.0,2.0
381,5237.0,Hakim Ziyech,0.0,8.0
382,5245.0,Achraf Hakimi Mouh,0.0,1.0
383,3168.0,João Filipe Iria Santos Moutinho,0.0,0.0
384,5242.0,Younès Belhanda,0.0,6.0
385,20016.0,Kléper Laveran Lima Ferreira,1.0,3.0
386,5207.0,Cristiano Ronaldo dos Santos Aveiro,4.0,14.0
387,5244.0,Medhi Amine El Mouttaqi Benatia,0.0,5.0
388,3302.0,Nordin Amrabat,0.0,1.0
389,3329.0,Cédric Ricardo Alves Soares,0.0,0.0
390,5205.0,Rui Pedro dos Santos Patrício,0.0,1.0
391,4272.0,João Mário Naval da Costa Eduardo,0.0,1.0
392,5727.0,Nabil Dirar,0.0,2.0
393,5233.0,Munir Mohand Mohamedi,0.0,0.0
394,5236.0,Karim El Ahmadi Al Aroos,0.0,1.0
395,4367.0,Gonçalo Manuel Ganchinho Guedes,0.0,6.0
396,3193.0,Bernardo Mota Veiga de Carvalho e Silva,0.0,2.0
397,5209.0,Raphaël Adelino José Guerreiro,0.0,4.0
398,5214.0,William Silva de Carvalho,0.0,1.0
399,3960.0,José Miguel da Rocha Fonte,0.0,4.0
400,5723.0,Gelson Dany Batalha Martins,0.0,0.0
401,5204.0,Bruno Miguel Borges Fernandes,0.0,3.0
402,5725.0,Mehdi Carcela-González,0.0,0.0
403,5229.0,Ayoub El Kaabi,0.0,1.0
404,5724.0,Fayçal Fajr,0.0,0.0
405,3707.0,Adrien Sebastian Perruchet Silva,0.0,2.0
406,5198.0,Diego da Silva Costa,3.0,11.0
407,5216.0,Andrés Iniesta Luján,0.0,5.0
408,5203.0,Sergio Busquets i Burgos,0.0,5.0
409,3064.0,David Josué Jiménez Silva,0.0,8.0
410,5201.0,Sergio Ramos García,0.0,3.0
411,5211.0,Jordi Alba Ramos,0.0,2.0
412,5213.0,Gerard Piqué Bernabéu,0.0,8.0
413,5721.0,Daniel Carvajal Ramos,0.0,2.0
414,4926.0,Francisco Román Alarcón Suárez,1.0,9.0
415,5200.0,Lucas Vázquez Iglesias,0.0,0.0
416,5722.0,Saeid Ezatolahi Afagh,0.0,1.0
417,5241.0,Vahid Amiri,0.0,2.0
418,5224.0,Sardar Azmoun,0.0,5.0
419,5225.0,Omid Ebrahimi,0.0,1.0
420,5220.0,Morteza Pouraliganji,0.0,0.0
421,5235.0,Ramin Rezaeian,0.0,0.0
422,5226.0,Mehdi Taremi,0.0,3.0
423,5228.0,Seyed Majid Hosseini,0.0,0.0
